Probe Set Name	Description
ENSG00000175348_at	TMEM9 domain family, member B [Source:HGNC Symbol;Acc:HGNC:1168]
ENSG00000175352_at	nuclear receptor interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:1167]
ENSG00000175354_at	protein tyrosine phosphatase, non-receptor type 2 [Source:HGNC Symbol;Acc:HGNC:9650]
ENSG00000175356_at	signal peptide, CUB domain, EGF-like 2 [Source:HGNC Symbol;Acc:HGNC:30425]
ENSG00000175387_at	SMAD family member 2 [Source:HGNC Symbol;Acc:HGNC:6768]
ENSG00000175390_at	eukaryotic translation initiation factor 3, subunit F [Source:HGNC Symbol;Acc:HGNC:3275]
ENSG00000175416_at	clathrin, light chain B [Source:HGNC Symbol;Acc:HGNC:2091]
ENSG00000175426_at	proprotein convertase subtilisin/kexin type 1 [Source:HGNC Symbol;Acc:HGNC:8743]
ENSG00000175445_at	lipoprotein lipase [Source:HGNC Symbol;Acc:HGNC:6677]
ENSG00000175467_at	squamous cell carcinoma antigen recognized by T cells 1 [Source:HGNC Symbol;Acc:HGNC:10538]
ENSG00000175470_at	protein phosphatase 2, regulatory subunit B, delta [Source:HGNC Symbol;Acc:HGNC:23732]
ENSG00000175471_at	multiple C2 domains, transmembrane 1 [Source:HGNC Symbol;Acc:HGNC:26183]
ENSG00000175535_at	pancreatic lipase [Source:HGNC Symbol;Acc:HGNC:9155]
ENSG00000175550_at	DR1-associated protein 1 (negative cofactor 2 alpha) [Source:HGNC Symbol;Acc:HGNC:3019]
ENSG00000175556_at	LON peptidase N-terminal domain and ring finger 3 [Source:HGNC Symbol;Acc:HGNC:21152]
ENSG00000175564_at	uncoupling protein 3 (mitochondrial, proton carrier) [Source:HGNC Symbol;Acc:HGNC:12519]
ENSG00000175567_at	uncoupling protein 2 (mitochondrial, proton carrier) [Source:HGNC Symbol;Acc:HGNC:12518]
ENSG00000175573_at	chromosome 11 open reading frame 68 [Source:HGNC Symbol;Acc:HGNC:28801]
ENSG00000175575_at	proteasomal ATPase-associated factor 1 [Source:HGNC Symbol;Acc:HGNC:25687]
ENSG00000175581_at	mitochondrial ribosomal protein L48 [Source:HGNC Symbol;Acc:HGNC:16653]
ENSG00000175582_at	RAB6A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9786]
ENSG00000175591_at	purinergic receptor P2Y, G-protein coupled, 2 [Source:HGNC Symbol;Acc:HGNC:8541]
ENSG00000175592_at	FOS-like antigen 1 [Source:HGNC Symbol;Acc:HGNC:13718]
ENSG00000175595_at	excision repair cross-complementation group 4 [Source:HGNC Symbol;Acc:HGNC:3436]
ENSG00000175600_at	succinyl-CoA:glutarate-CoA transferase [Source:HGNC Symbol;Acc:HGNC:16001]
ENSG00000175602_at	coiled-coil domain containing 85B [Source:HGNC Symbol;Acc:HGNC:24926]
ENSG00000175606_at	transmembrane protein 70 [Source:HGNC Symbol;Acc:HGNC:26050]
ENSG00000175634_at	ribosomal protein S6 kinase, 70kDa, polypeptide 2 [Source:HGNC Symbol;Acc:HGNC:10437]
ENSG00000175646_at	protamine 1 [Source:HGNC Symbol;Acc:HGNC:9447]
ENSG00000175662_at	target of myb1 like 2 membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:11984]
ENSG00000175711_at	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1 [Source:HGNC Symbol;Acc:HGNC:21727]
ENSG00000175727_at	MLX interacting protein [Source:HGNC Symbol;Acc:HGNC:17055]
ENSG00000175745_at	nuclear receptor subfamily 2, group F, member 1 [Source:HGNC Symbol;Acc:HGNC:7975]
ENSG00000175756_at	aurora kinase A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24114]
ENSG00000175782_at	solute carrier family 35, member E3 [Source:HGNC Symbol;Acc:HGNC:20864]
ENSG00000175792_at	RuvB-like AAA ATPase 1 [Source:HGNC Symbol;Acc:HGNC:10474]
ENSG00000175793_at	stratifin [Source:HGNC Symbol;Acc:HGNC:10773]
ENSG00000175806_at	methionine sulfoxide reductase A [Source:HGNC Symbol;Acc:HGNC:7377]
ENSG00000175832_at	ets variant 4 [Source:HGNC Symbol;Acc:HGNC:3493]
ENSG00000175866_at	BAI1-associated protein 2 [Source:HGNC Symbol;Acc:HGNC:947]
ENSG00000175868_at	calcitonin-related polypeptide beta [Source:HGNC Symbol;Acc:HGNC:1438]
ENSG00000175895_at	pleckstrin homology domain containing, family F (with FYVE domain) member 2 [Source:HGNC Symbol;Acc:HGNC:20757]
ENSG00000175899_at	alpha-2-macroglobulin [Source:HGNC Symbol;Acc:HGNC:7]
ENSG00000175906_at	ADP-ribosylation factor-like 4D [Source:HGNC Symbol;Acc:HGNC:656]
ENSG00000175931_at	ubiquitin-conjugating enzyme E2O [Source:HGNC Symbol;Acc:HGNC:29554]
ENSG00000175970_at	unc-119 lipid binding chaperone B [Source:HGNC Symbol;Acc:HGNC:16488]
ENSG00000176009_at	achaete-scute family bHLH transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:740]
ENSG00000176014_at	tubulin, beta 6 class V [Source:HGNC Symbol;Acc:HGNC:20776]
ENSG00000176024_at	zinc finger protein 613 [Source:HGNC Symbol;Acc:HGNC:25827]
ENSG00000176029_at	chromosome 11 open reading frame 16 [Source:HGNC Symbol;Acc:HGNC:1169]
ENSG00000176046_at	nuclear protein, transcriptional regulator, 1 [Source:HGNC Symbol;Acc:HGNC:29990]
ENSG00000176049_at	janus kinase and microtubule interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:29067]
ENSG00000176075_at	long intergenic non-protein coding RNA 302 [Source:HGNC Symbol;Acc:HGNC:31825]
ENSG00000176076_at	potassium channel, voltage gated subfamily E regulatory beta subunit 5 [Source:HGNC Symbol;Acc:HGNC:6241]
ENSG00000176092_at	absent in melanoma 1-like [Source:HGNC Symbol;Acc:HGNC:17295]
ENSG00000176095_at	inositol hexakisphosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:18360]
ENSG00000176101_at	Sjogren syndrome nuclear autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:11321]
ENSG00000176102_at	cleavage stimulation factor, 3' pre-RNA, subunit 3, 77kDa [Source:HGNC Symbol;Acc:HGNC:2485]
ENSG00000176105_at	YES proto-oncogene 1, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:12841]
ENSG00000176108_at	charged multivesicular body protein 6 [Source:HGNC Symbol;Acc:HGNC:25675]
ENSG00000176124_at	deleted in lymphocytic leukemia 1 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:13747]
ENSG00000176136_at	melanocortin 5 receptor [Source:HGNC Symbol;Acc:HGNC:6933]
ENSG00000176142_at	transmembrane protein 39A [Source:HGNC Symbol;Acc:HGNC:25600]
ENSG00000176148_at	t-complex 11, testis-specific-like 1 [Source:HGNC Symbol;Acc:HGNC:25655]
ENSG00000176153_at	glutathione peroxidase 2 [Source:HGNC Symbol;Acc:HGNC:4554]
ENSG00000176155_at	coiled-coil domain containing 57 [Source:HGNC Symbol;Acc:HGNC:27564]
ENSG00000176165_at	forkhead box G1 [Source:HGNC Symbol;Acc:HGNC:3811]
ENSG00000176170_at	sphingosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11240]
ENSG00000176171_at	BCL2/adenovirus E1B 19kDa interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:1084]
ENSG00000176194_at	cell death-inducing DFFA-like effector a [Source:HGNC Symbol;Acc:HGNC:1976]
ENSG00000176204_at	leucine rich repeat transmembrane neuronal 4 [Source:HGNC Symbol;Acc:HGNC:19411]
ENSG00000176208_at	ATPase family, AAA domain containing 5 [Source:HGNC Symbol;Acc:HGNC:25752]
ENSG00000176248_at	anaphase promoting complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:19989]
ENSG00000176293_at	zinc finger protein 135 [Source:HGNC Symbol;Acc:HGNC:12919]
ENSG00000176371_at	zinc finger and SCAN domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20994]
ENSG00000176383_at	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:15683]
ENSG00000176387_at	hydroxysteroid (11-beta) dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:5209]
ENSG00000176390_at	cytokine receptor-like factor 3 [Source:HGNC Symbol;Acc:HGNC:17177]
ENSG00000176393_at	arginyl aminopeptidase (aminopeptidase B) [Source:HGNC Symbol;Acc:HGNC:10078]
ENSG00000176406_at	regulating synaptic membrane exocytosis 2 [Source:HGNC Symbol;Acc:HGNC:17283]
ENSG00000176407_at	potassium channel modulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:20589]
ENSG00000176438_at	spectrin repeat containing, nuclear envelope family member 3 [Source:HGNC Symbol;Acc:HGNC:19861]
ENSG00000176444_at	CDC-like kinase 2 [Source:HGNC Symbol;Acc:HGNC:2069]
ENSG00000176454_at	lysophosphatidylcholine acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:30059]
ENSG00000176463_at	solute carrier organic anion transporter family, member 3A1 [Source:HGNC Symbol;Acc:HGNC:10952]
ENSG00000176473_at	WD repeat domain 25 [Source:HGNC Symbol;Acc:HGNC:21064]
ENSG00000176476_at	coiled-coil domain containing 101 [Source:HGNC Symbol;Acc:HGNC:25156]
ENSG00000176485_at	phospholipase A2, group XVI [Source:HGNC Symbol;Acc:HGNC:17825]
ENSG00000176533_at	guanine nucleotide binding protein (G protein), gamma 7 [Source:HGNC Symbol;Acc:HGNC:4410]
ENSG00000176595_at	kelch repeat and BTB (POZ) domain containing 11 [Source:HGNC Symbol;Acc:HGNC:29104]
ENSG00000176619_at	lamin B2 [Source:HGNC Symbol;Acc:HGNC:6638]
ENSG00000176623_at	regulator of microtubule dynamics 1 [Source:HGNC Symbol;Acc:HGNC:24285]
ENSG00000176624_at	mex-3 RNA binding family member C [Source:HGNC Symbol;Acc:HGNC:28040]
ENSG00000176658_at	myosin ID [Source:HGNC Symbol;Acc:HGNC:7598]
ENSG00000176678_at	forkhead box L1 [Source:HGNC Symbol;Acc:HGNC:3817]
ENSG00000176692_at	forkhead box C2 [Source:HGNC Symbol;Acc:HGNC:3801]
ENSG00000176697_at	brain-derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:1033]
ENSG00000176700_at	SCAN domain containing 2 pseudogene [Source:HGNC Symbol;Acc:HGNC:10567]
ENSG00000176714_at	coiled-coil domain containing 121 [Source:HGNC Symbol;Acc:HGNC:25833]
ENSG00000176728_at	testis-specific transcript, Y-linked 14 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:18495]
ENSG00000176749_at	cyclin-dependent kinase 5, regulatory subunit 1 (p35) [Source:HGNC Symbol;Acc:HGNC:1775]
ENSG00000176783_at	RUN and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19760]
ENSG00000176788_at	brain abundant, membrane attached signal protein 1 [Source:HGNC Symbol;Acc:HGNC:957]
ENSG00000176834_at	V-set and immunoglobulin domain containing 10 [Source:HGNC Symbol;Acc:HGNC:26078]
ENSG00000176842_at	iroquois homeobox 5 [Source:HGNC Symbol;Acc:HGNC:14361]
ENSG00000176871_at	WD repeat and SOCS box containing 2 [Source:HGNC Symbol;Acc:HGNC:19222]
ENSG00000176884_at	glutamate receptor, ionotropic, N-methyl D-aspartate 1 [Source:HGNC Symbol;Acc:HGNC:4584]
ENSG00000176887_at	SRY (sex determining region Y)-box 11 [Source:HGNC Symbol;Acc:HGNC:11191]
ENSG00000176890_at	thymidylate synthetase [Source:HGNC Symbol;Acc:HGNC:12441]
ENSG00000176903_at	paraneoplastic Ma antigen 1 [Source:HGNC Symbol;Acc:HGNC:9158]
ENSG00000176907_at	chromosome 8 open reading frame 4 [Source:HGNC Symbol;Acc:HGNC:1357]
ENSG00000176915_at	ankyrin repeat and LEM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29101]
ENSG00000176920_at	fucosyltransferase 2 (secretor status included) [Source:HGNC Symbol;Acc:HGNC:4013]
ENSG00000176928_at	glucosaminyl (N-acetyl) transferase 4, core 2 [Source:HGNC Symbol;Acc:HGNC:17973]
ENSG00000176946_at	THAP domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23187]
ENSG00000176953_at	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein [Source:HGNC Symbol;Acc:HGNC:25906]
ENSG00000176956_at	lymphocyte antigen 6 complex, locus H [Source:HGNC Symbol;Acc:HGNC:6728]
ENSG00000176973_at	family with sequence similarity 89, member B [Source:HGNC Symbol;Acc:HGNC:16708]
ENSG00000176974_at	serine hydroxymethyltransferase 1 (soluble) [Source:HGNC Symbol;Acc:HGNC:10850]
ENSG00000176986_at	SEC24 family member C [Source:HGNC Symbol;Acc:HGNC:10705]
ENSG00000177000_at	methylenetetrahydrofolate reductase (NAD(P)H) [Source:HGNC Symbol;Acc:HGNC:7436]
ENSG00000177030_at	DEAF1 transcription factor [Source:HGNC Symbol;Acc:HGNC:14677]
ENSG00000177045_at	SIX homeobox 5 [Source:HGNC Symbol;Acc:HGNC:10891]
ENSG00000177047_at	interferon, omega 1 [Source:HGNC Symbol;Acc:HGNC:5448]
ENSG00000177051_at	F-box protein 46 [Source:HGNC Symbol;Acc:HGNC:25069]
ENSG00000177054_at	zinc finger, DHHC-type containing 13 [Source:HGNC Symbol;Acc:HGNC:18413]
ENSG00000177082_at	WD repeat domain 73 [Source:HGNC Symbol;Acc:HGNC:25928]
ENSG00000177084_at	polymerase (DNA directed), epsilon, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9177]
ENSG00000177105_at	ras homolog family member G [Source:HGNC Symbol;Acc:HGNC:672]
ENSG00000177106_at	EPS8-like 2 [Source:HGNC Symbol;Acc:HGNC:21296]
ENSG00000177143_at	centrin, EF-hand protein, 1 [Source:HGNC Symbol;Acc:HGNC:1866]
ENSG00000177156_at	transaldolase 1 [Source:HGNC Symbol;Acc:HGNC:11559]
ENSG00000177169_at	unc-51 like autophagy activating kinase 1 [Source:HGNC Symbol;Acc:HGNC:12558]
ENSG00000177189_at	ribosomal protein S6 kinase, 90kDa, polypeptide 3 [Source:HGNC Symbol;Acc:HGNC:10432]
ENSG00000177192_at	pseudouridylate synthase 1 [Source:HGNC Symbol;Acc:HGNC:15508]
ENSG00000177200_at	chromodomain helicase DNA binding protein 9 [Source:HGNC Symbol;Acc:HGNC:25701]
ENSG00000177239_at	mannosidase, alpha, class 1B, member 1 [Source:HGNC Symbol;Acc:HGNC:6823]
ENSG00000177283_at	frizzled class receptor 8 [Source:HGNC Symbol;Acc:HGNC:4046]
ENSG00000177301_at	potassium channel, voltage gated shaker related subfamily A, member 2 [Source:HGNC Symbol;Acc:HGNC:6220]
ENSG00000177302_at	topoisomerase (DNA) III alpha [Source:HGNC Symbol;Acc:HGNC:11992]
ENSG00000177303_at	CASK interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:18200]
ENSG00000177311_at	zinc finger and BTB domain containing 38 [Source:HGNC Symbol;Acc:HGNC:26636]
ENSG00000177340_at	uncharacterized LOC79857 [Source:EntrezGene;Acc:79857]
ENSG00000177370_at	translocase of inner mitochondrial membrane 22 homolog (yeast) [Source:HGNC Symbol;Acc:HGNC:17317]
ENSG00000177374_at	hypermethylated in cancer 1 [Source:HGNC Symbol;Acc:HGNC:4909]
ENSG00000177380_at	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3 [Source:HGNC Symbol;Acc:HGNC:9247]
ENSG00000177383_at	melanoma antigen family F1 [Source:HGNC Symbol;Acc:HGNC:29639]
ENSG00000177425_at	PRKC, apoptosis, WT1, regulator [Source:HGNC Symbol;Acc:HGNC:8614]
ENSG00000177426_at	TGFB-induced factor homeobox 1 [Source:HGNC Symbol;Acc:HGNC:11776]
ENSG00000177455_at	CD19 molecule [Source:HGNC Symbol;Acc:HGNC:1633]
ENSG00000177463_at	nuclear receptor subfamily 2, group C, member 2 [Source:HGNC Symbol;Acc:HGNC:7972]
ENSG00000177469_at	polymerase I and transcript release factor [Source:HGNC Symbol;Acc:HGNC:9688]
ENSG00000177479_at	ariadne RBR E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:690]
ENSG00000177485_at	zinc finger and BTB domain containing 33 [Source:HGNC Symbol;Acc:HGNC:16682]
ENSG00000177494_at	zinc finger, BED-type containing 2 [Source:HGNC Symbol;Acc:HGNC:20710]
ENSG00000177511_at	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:14269]
ENSG00000177542_at	solute carrier family 25 (mitochondrial carrier: glutamate), member 22 [Source:HGNC Symbol;Acc:HGNC:19954]
ENSG00000177548_at	rabaptin, RAB GTPase binding effector protein 2 [Source:HGNC Symbol;Acc:HGNC:24817]
ENSG00000177551_at	nescient helix loop helix 2 [Source:HGNC Symbol;Acc:HGNC:7818]
ENSG00000177556_at	antioxidant 1 copper chaperone [Source:HGNC Symbol;Acc:HGNC:798]
ENSG00000177565_at	transducin (beta)-like 1 X-linked receptor 1 [Source:HGNC Symbol;Acc:HGNC:29529]
ENSG00000177575_at	CD163 molecule [Source:HGNC Symbol;Acc:HGNC:1631]
ENSG00000177595_at	p53-induced death domain protein 1 [Source:HGNC Symbol;Acc:HGNC:16491]
ENSG00000177600_at	ribosomal protein, large, P2 [Source:HGNC Symbol;Acc:HGNC:10377]
ENSG00000177606_at	jun proto-oncogene [Source:HGNC Symbol;Acc:HGNC:6204]
ENSG00000177613_at	cleavage stimulation factor, 3' pre-RNA, subunit 2, 64kDa, tau variant [Source:HGNC Symbol;Acc:HGNC:17086]
ENSG00000177614_at	piggyBac transposable element derived 5 [Source:HGNC Symbol;Acc:HGNC:19405]
ENSG00000177663_at	interleukin 17 receptor A [Source:HGNC Symbol;Acc:HGNC:5985]
ENSG00000177666_at	patatin-like phospholipase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30802]
ENSG00000177692_at	DnaJ (Hsp40) homolog, subfamily C, member 28 [Source:HGNC Symbol;Acc:HGNC:1297]
ENSG00000177697_at	CD151 molecule (Raph blood group) [Source:HGNC Symbol;Acc:HGNC:1630]
ENSG00000177700_at	polymerase (RNA) II (DNA directed) polypeptide L, 7.6kDa [Source:HGNC Symbol;Acc:HGNC:9199]
ENSG00000177707_at	poliovirus receptor-related 3 [Source:HGNC Symbol;Acc:HGNC:17664]
ENSG00000177728_at	KIAA0195 [Source:HGNC Symbol;Acc:HGNC:28983]
ENSG00000177731_at	flightless I actin binding protein [Source:HGNC Symbol;Acc:HGNC:3750]
ENSG00000177732_at	SRY (sex determining region Y)-box 12 [Source:HGNC Symbol;Acc:HGNC:11198]
ENSG00000177733_at	heterogeneous nuclear ribonucleoprotein A0 [Source:HGNC Symbol;Acc:HGNC:5030]
ENSG00000177791_at	myozenin 1 [Source:HGNC Symbol;Acc:HGNC:13752]
ENSG00000177807_at	potassium channel, inwardly rectifying subfamily J, member 10 [Source:HGNC Symbol;Acc:HGNC:6256]
ENSG00000177853_at	zinc finger protein 518A [Source:HGNC Symbol;Acc:HGNC:29009]
ENSG00000177854_at	transmembrane protein 187 [Source:HGNC Symbol;Acc:HGNC:13705]
ENSG00000177885_at	growth factor receptor-bound protein 2 [Source:HGNC Symbol;Acc:HGNC:4566]
ENSG00000177889_at	ubiquitin-conjugating enzyme E2N [Source:HGNC Symbol;Acc:HGNC:12492]
ENSG00000177951_at	Bet1 golgi vesicular membrane trafficking protein-like [Source:HGNC Symbol;Acc:HGNC:19348]
ENSG00000177963_at	RIC8 guanine nucleotide exchange factor A [Source:HGNC Symbol;Acc:HGNC:29550]
ENSG00000177971_at	IMP3, U3 small nucleolar ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14497]
ENSG00000177981_at	ankyrin repeat and SOCS box containing 8 [Source:HGNC Symbol;Acc:HGNC:17183]
ENSG00000178035_at	IMP (inosine 5'-monophosphate) dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:6053]
ENSG00000178038_at	ALS2 C-terminal like [Source:HGNC Symbol;Acc:HGNC:20605]
ENSG00000178053_at	myeloid leukemia factor 1 [Source:HGNC Symbol;Acc:HGNC:7125]
ENSG00000178057_at	NADH dehydrogenase (ubiquinone) complex I, assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:29918]
ENSG00000178075_at	GRAM domain containing 1C [Source:HGNC Symbol;Acc:HGNC:25252]
ENSG00000178078_at	signal transducing adaptor family member 2 [Source:HGNC Symbol;Acc:HGNC:30430]
ENSG00000178096_at	bolA family member 1 [Source:HGNC Symbol;Acc:HGNC:24263]
ENSG00000178104_at	phosphodiesterase 4D interacting protein [Source:HGNC Symbol;Acc:HGNC:15580]
ENSG00000178105_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 10 [Source:HGNC Symbol;Acc:HGNC:2735]
ENSG00000178149_at	DALR anticodon binding domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25536]
ENSG00000178188_at	SH2B adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30417]
ENSG00000178209_at	plectin [Source:HGNC Symbol;Acc:HGNC:9069]
ENSG00000178234_at	polypeptide N-acetylgalactosaminyltransferase 11 [Source:HGNC Symbol;Acc:HGNC:19875]
ENSG00000178252_at	WD repeat domain 6 [Source:HGNC Symbol;Acc:HGNC:12758]
ENSG00000178279_at	transition protein 2 (during histone to protamine replacement) [Source:HGNC Symbol;Acc:HGNC:11952]
ENSG00000178307_at	transmembrane protein 11 [Source:HGNC Symbol;Acc:HGNC:16823]
ENSG00000178342_at	potassium channel, voltage gated modifier subfamily G, member 2 [Source:HGNC Symbol;Acc:HGNC:6249]
ENSG00000178363_at	calmodulin-like 3 [Source:HGNC Symbol;Acc:HGNC:1452]
ENSG00000178372_at	calmodulin-like 5 [Source:HGNC Symbol;Acc:HGNC:18180]
ENSG00000178401_at	DnaJ (Hsp40) homolog, subfamily C, member 22 [Source:HGNC Symbol;Acc:HGNC:25802]
ENSG00000178403_at	neurogenin 2 [Source:HGNC Symbol;Acc:HGNC:13805]
ENSG00000178429_at	ribosomal protein S3A pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:23744]
ENSG00000178445_at	glycine dehydrogenase (decarboxylating) [Source:HGNC Symbol;Acc:HGNC:4313]
ENSG00000178462_at	tubulin, alpha-like 3 [Source:HGNC Symbol;Acc:HGNC:23534]
ENSG00000178467_at	prolyl 4-hydroxylase, transmembrane (endoplasmic reticulum) [Source:HGNC Symbol;Acc:HGNC:28858]
ENSG00000178498_at	deltex 3, E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:24457]
ENSG00000178502_at	kelch-like family member 11 [Source:HGNC Symbol;Acc:HGNC:19008]
ENSG00000178522_at	ameloblastin (enamel matrix protein) [Source:HGNC Symbol;Acc:HGNC:452]
ENSG00000178537_at	solute carrier family 25 (carnitine/acylcarnitine translocase), member 20 [Source:HGNC Symbol;Acc:HGNC:1421]
ENSG00000178538_at	carbonic anhydrase VIII [Source:HGNC Symbol;Acc:HGNC:1382]
ENSG00000178562_at	CD28 molecule [Source:HGNC Symbol;Acc:HGNC:1653]
ENSG00000178567_at	EPM2A (laforin) interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:19735]
ENSG00000178568_at	erb-b2 receptor tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3432]
ENSG00000178573_at	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog [Source:HGNC Symbol;Acc:HGNC:6776]
ENSG00000178585_at	catenin, beta interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16913]
ENSG00000178605_at	GTP binding protein 6 (putative) [Source:HGNC Symbol;Acc:HGNC:30189]
ENSG00000178607_at	endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]
ENSG00000178623_at	G protein-coupled receptor 35 [Source:HGNC Symbol;Acc:HGNC:4492]
ENSG00000178662_at	cysteine-serine-rich nuclear protein 3 [Source:HGNC Symbol;Acc:HGNC:30729]
ENSG00000178691_at	SUZ12 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:17101]
ENSG00000178694_at	NOP2/Sun domain family, member 3 [Source:HGNC Symbol;Acc:HGNC:26208]
ENSG00000178695_at	potassium channel tetramerization domain containing 12 [Source:HGNC Symbol;Acc:HGNC:14678]
